adult,belongs_to_collection,sequel,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,War,TV_Movie,Horror,Western,Foreign,Comedy,Documentary,Science_Fiction,Mystery,Fantasy,Crime,Action,Adventure,Drama,Thriller,Family,Animation,Romance,History,Music,vote_total
False,,0,20000000.0,"['Action', 'Comedy', 'Drama', 'Romance']",,14736,tt0199725,en,Love & Basketball,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",5.733226999999999,/zNZWNX19FZ5QyedprVM0ldsXFiP.jpg,['40 Acres & A Mule Filmworks'],['US'],4/21/2000,27728118.0,124,"['en', 'es']",Released,All's fair in love and basketball.,Love & Basketball,False,7.5,93,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,697.5
False,,0,62000000.0,"['Action', 'Drama', 'Thriller', 'War']",http://www.u-571.com/,3536,tt0141926,en,U-571,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",7.879924000000001,/6zdPIbSF9vxCBZpntNvishPo5ol.jpg,"['Universal Pictures', 'Canal Plus', 'Dino De Laurentiis Company']","['FR', 'US']",4/20/2000,127666415.0,116,"['en', 'fr', 'de', 'ru']",Released,Heroes are ordinary men who do extraordinary things in extraordinary times.,U-571,False,6.1,345,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2104.5
False,,0,6000000.0,"['Drama', 'Romance']",http://www.paramountvantage.com/virginsuicides/html_3/,1443,tt0159097,en,The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",10.505386999999999,/uokfCMwTIyYaXfo3KoNSmzvjXn1.jpg,['American Zoetrope'],['US'],4/21/1999,10409377.0,97,['en'],Released,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",The Virgin Suicides,False,7.1,841,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5971.099999999999
False,,0,20000000.0,"['Crime', 'Drama', 'Mystery']",,10424,tt0104549,en,Jennifer Eight,"A big city cop from LA moves to a small town police force and immediately finds himself investigating a murder. Using theories rejected by his colleagues, the cop, John Berlin, meets a young blind woman named Helena, who he is attracted to. Meanwhile, a serial killer is on the loose and only John knows it.",4.620936,/kXYGrgE99FMAupMYHkSPHRqo5Jy.jpg,['Paramount Pictures'],['US'],11/6/1992,11390479.0,124,['en'],Released,Is anyone there?,Jennifer Eight,False,5.8,74,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,429.2
False,The Flintstones (Live-Action) Collection,1,83000000.0,"['Science Fiction', 'Comedy', 'Family', 'Romance']",http://www.vivarockvegas.com/,889,tt0158622,en,The Flintstones in Viva Rock Vegas,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",6.053595,/nEkMYwctrUH8ueaAcJFZnAEltMX.jpg,"['Universal Pictures', 'Amblin Entertainment']",['US'],4/28/2000,59468275.0,90,['en'],Released,Get ready to rock!,The Flintstones in Viva Rock Vegas,False,4.4,140,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,616.0
False,,0,15000000.0,"['Comedy', 'Drama', 'Romance']",,10564,tt0198021,en,Where the Heart Is,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.",5.833133,/rNP5NSdXzl6y5CuQ6Sh2JmEnvt5.jpg,"['Twentieth Century Fox Film Corporation', 'Wind Dancer Films']",['US'],4/27/2000,33771174.0,120,['en'],Released,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,False,6.9,159,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1097.1000000000001
False,,0,7000000.0,"['Comedy', 'Drama']",,15723,tt0189584,en,The Big Kahuna,"Three salesmen working for a firm that makes industrial lubricants are waiting in the company's ""hospitality suite"" at a manufacturers' convention for a ""big kahuna"" named Dick Fuller to show up, in hopes they can persuade him to place an order that could salvage the company's flagging sales.",4.896026,/9rAKJlffPWstGXL2HYOmoboaFBF.jpg,"['Franchise Pictures', 'Trigger Street Productions']",['US'],4/28/2000,3728888.0,90,['en'],Released,,The Big Kahuna,False,6.8,91,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,618.8
False,,0,15000000.0,"['Drama', 'Romance']",,5241,tt0096324,en,Two Moon Junction,"A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival.",2.262915,/l06WvRHE9pTLp8QYknkKr74uWqJ.jpg,"['DDM Film Corporation', 'Lorimar Motion Pictures']",['US'],4/29/1988,1547397.0,104,"['en', 'ru']",Released,,Two Moon Junction,False,5.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,115.0
False,,0,103000000.0,"['Action', 'Drama', 'Adventure']",,98,tt0172495,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg,"['DreamWorks SKG', 'Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz']","['GB', 'US']",5/1/2000,457640427.0,155,['en'],Released,A Hero Will Rise.,Gladiator,False,7.9,5566,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,43971.4
False,,0,600000.0,"['Comedy', 'Drama']",,11129,tt0188674,en,Human Traffic,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!",4.988283,/4FmaeS2uBVhpjnFuGphV5lAKXZ7.jpg,"['Irish Screen', 'Fruit Salad Films']","['GB', 'IE']",6/4/1999,4000000.0,99,['en'],Released,The Weekend has Landed!,Human Traffic,False,6.8,98,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,666.4
False,,0,15000000.0,"['Action', 'Drama', 'Romance', 'Thriller']",,1058,tt0085276,en,Breathless,"Jesse has to get out of Las Vegas quickly, and steals a car to drive to L.A. On the way he shoots a police man. When he makes it to L.A. he stays with Monica, a girl he has only known for a few days. As the film progresses, the police get closer to him, and the crimes escalate.",7.587797,/nBpXuTyhcqx2semf39zGXZl65H3.jpg,"['Orion Pictures', 'Breathless Associates', 'Miko Productions']",['US'],5/13/1983,19910002.0,100,['en'],Released,He's the last man on earth any woman needs - but every woman wants...,Breathless,False,5.6,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,375.2
False,,0,160000.0,['Drama'],,38925,tt0071772,en,The Lords of Flatbush,"Directed by Martin Davidson and Stephen Verona, The Lords of Flatbush is a low budget film starring Perry King, Henry Winkler and Sylvester Stallone (who also wrote additional dialog). Set in the late 1950s, the coming-of-age story follows four Brooklyn teenagers known as The Lords of Flatbush. The Lords chase girls, steal cars, play pool and hang out at a local malt shop. The film focuses on Chico (King) attempting to win over Jane (Susan Blakely), a girl who wants little to do with him, and Stanley (Stallone), who impregnates his girlfriend Frannie, who wants him to marry her.",1.3915030000000002,/nW7lC5IrrylvU8inAz8aodnkYxQ.jpg,['Columbia Pictures'],['US'],5/1/1974,4000000.0,86,['en'],Released,When was the last time someone gave you a hickey?,The Lords of Flatbush,False,5.7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102.60000000000001
False,,0,15000000.0,"['Comedy', 'Drama', 'Family']",,13105,tt0085970,en,Mr. Mom,"Jack and Caroline are a couple making a decent living When Jack suddenly loses his job. They agree that he should stay at home and look after the house while Caroline works. It's just that he's never done it before, and really doesn't have a clue...",10.693092,/8w2QCXAvz0whhlVFk0lsw01lqFK.jpg,"['Twentieth Century Fox Film Corporation', 'Aaron Spelling Productions', 'Sherwood Productions']",['US'],7/22/1983,64783827.0,91,"['en', 'de', 'es']",Released,"When mom goes to work, dad goes berserk!",Mr. Mom,False,6.5,79,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,513.5
False,,0,44000000.0,"['Action', 'Science Fiction', 'War']",,5491,tt0185183,en,Battlefield Earth,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",5.2769260000000004,/neMUscYddxr4cP8wnRHRMLcWS0A.jpg,"['Franchise Pictures', 'Warner Bros.', 'JTP Films', 'Morgan Creek Productions', 'Battlefield Productions']",['US'],5/10/2000,21400000.0,118,"['en', 'fr']",Released,Take Back The Planet,Battlefield Earth,False,3.0,259,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,777.0
False,Center Stage Collection,1,18000000.0,"['Drama', 'Music']",,10560,tt0210616,en,Center Stage,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,10.491734,/hCR9r2hE0woymx62pymQ0Bs4mk7.jpg,['Columbia Pictures'],['US'],5/12/2000,17200925.0,115,['en'],Released,Life doesn't hold tryouts.,Center Stage,False,6.8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,646.0
False,,0,2000000.0,['Drama'],,10688,tt0171359,en,Hamlet,Modern day adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder in New York City.,12.896203,/a3HqftcLkzbniE3mpDARSYQSXyx.jpg,"['Miramax Films', 'double A Films']",['US'],5/12/2000,1568749.0,112,['en'],Released,"Passion, Betrayal, Revenge, A hostile takeover is underway.",Hamlet,False,6.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210.0
False,Pee-wee's Collection,1,6000000.0,"['Adventure', 'Comedy']",,5683,tt0089791,en,Pee-wee's Big Adventure,"The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.",11.461437,/fg6E0mZs6qCiyEAYdChR6xQ0Yz0.jpg,"['Aspen Film Society', 'Warner Bros.']",['US'],7/26/1985,40940662.0,90,['en'],Released,The story of a rebel and his bike.,Pee-wee's Big Adventure,False,6.6,239,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1577.3999999999999
False,,0,15000000.0,"['Drama', 'Music', 'Romance']",,2094,tt0058534,en,Roustabout,"Elvis plays a bad-boy singer roaming the highways on his Japanese motorcycle; laid up after an accident, he joins a carnival owned by the feisty Barbara Stanwyck.",1.049308,/o1NuU0ExNiOt57mSN6WS6Zr1Hnd.jpg,"['Paramount Pictures', 'Hal Wallis Productions']",['US'],11/11/1964,3000000.0,101,['en'],Released,"Elvis Presley as a Roving, Restless, Reckless, ROUSTABOUT",Roustabout,False,5.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,63.8
False,,0,127500000.0,"['Animation', 'Family']",,10567,tt0130623,en,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,9.998415,/jZDp3C5howi40aCeqXDJliodXk9.jpg,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",['US'],5/19/2000,354248063.0,82,['en'],Released,You have never seen anything like this.,Dinosaur,False,6.2,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3490.6
False,Road Trip Collection,1,16000000.0,"['Comedy', 'Adventure']",,9285,tt0215129,en,Road Trip,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,8.00158,/DCoZVnHVvtKTYwfM00dfVRbfUQ.jpg,"['DreamWorks SKG', 'The Montecito Picture Company']",['US'],5/19/2000,119754278.0,93,['en'],Released,The greatest college tradition of all.,Road Trip,False,5.9,550,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3245.0
False,,0,2500000.0,['Comedy'],,21879,tt0080881,en,The Hollywood Knights,"Led by their comedic and pranking leader, Newbomb Turk, the Hollywood Knights car gang raise hell throughout Beverly Hills on Halloween Night, 1965. Everything from drag racing to Vietnam to high school love.",2.5992189999999997,/aYwg1OtY0wn6mSTHnXkFyhufQn7.jpg,"['PolyGram Filmed Entertainment', 'Casablanca Filmworks']",['US'],5/30/1980,10000000.0,91,['en'],Released,,The Hollywood Knights,False,6.4,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.2
False,Mission: Impossible Collection,1,125000000.0,"['Adventure', 'Action', 'Thriller']",http://www.missionimpossible.com/,955,tt0120755,en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",18.97178,/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg,"['Paramount Pictures', 'Cruise/Wagner Productions', 'Munich Film Partners & Company (MFP) MI2 Productions']","['DE', 'US']",5/24/2000,546388105.0,123,['en'],Released,Expect the impossible again.,Mission: Impossible II,False,5.9,1966,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,11599.400000000001
False,Shanghai Noon Collection,1,55000000.0,"['Adventure', 'Action', 'Comedy', 'Western']",,8584,tt0184894,en,Shanghai Noon,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.",10.308442,/wcG2PA66Fbv2l7r0n59x1nuB5fd.jpg,"['Spyglass Entertainment', 'Roger Birnbaum Productions', 'Touchstone Pictures']","['HK', 'US']",5/26/2000,56932305.0,110,"['en', 'zh', 'es']",Released,The old west meets the far east.,Shanghai Noon,False,6.2,756,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4687.2
False,,0,923000.0,"['Adventure', 'Comedy', 'Drama']",,962,tt0015864,en,The Gold Rush,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,6.202041,/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,['Charles Chaplin Productions'],['US'],6/25/1925,2500000.0,95,['en'],Released,The World's Greatest Laughing Picture!,The Gold Rush,False,7.7,308,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2371.6
False,James Bond Collection,1,6500000.0,"['Adventure', 'Action', 'Thriller']",http://www.mgm.com/view/movie/1411/On-Her-Majesty%E2%80%99s-Secret-Service/,668,tt0064757,en,On Her Majesty's Secret Service,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",9.356264,/7mcqT56ES5U3wg26vQQuEnOaFSj.jpg,"['United Artists', 'Eon Productions', 'Danjaq']","['GB', 'US']",12/12/1969,81974493.0,142,"['en', 'de']",Released,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,False,6.5,464,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3016.0
False,James Bond Collection,1,14000000.0,"['Adventure', 'Action', 'Thriller']",http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,691,tt0076752,en,The Spy Who Loved Me,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,9.781450999999999,/vYMgDqQDpqHDhz3enGkwBmTs7p7.jpg,"['United Artists', 'Eon Productions', 'Danjaq']","['GB', 'US']",7/7/1977,185438673.0,125,"['en', 'it', 'ar']",Released,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,The Spy Who Loved Me,False,6.6,515,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3399.0
False,James Bond Collection,1,34000000.0,"['Action', 'Adventure', 'Thriller', 'Science Fiction']",http://www.mgm.com/view/movie/1292/Moonraker/,698,tt0079574,en,Moonraker,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,10.576273,/pz2r25q3NzNTDGygTYesq5mvwbz.jpg,"['United Artists', 'Eon Productions']","['FR', 'GB', 'US']",6/26/1979,210308099.0,126,"['en', 'it']",Released,Outer space now belongs to 007.,Moonraker,False,5.9,551,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3250.9
False,James Bond Collection,1,7000000.0,"['Adventure', 'Action', 'Thriller']",http://www.mgm.com/view/movie/1213/The-Man-with-the-Golden-Gun/,682,tt0071807,en,The Man with the Golden Gun,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,12.127492,/7VSVgxAvA7IdTf8T6Oon1eaReeJ.jpg,"['United Artists', 'Eon Productions', 'Danjaq']","['GB', 'US']",12/1/1974,97572000.0,125,"['th', 'cn', 'en']",Released,The man with the golden gun is ready to assassinate James Bond.,The Man with the Golden Gun,False,6.4,533,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3411.2000000000003
False,Big Momma's House Collection,1,30000000.0,"['Crime', 'Comedy']",,9600,tt0208003,en,Big Momma's House,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",7.978985000000001,/bse0uwxF6daKzDbxZki1SYRNZkI.jpg,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises']","['DE', 'US']",5/31/2000,173959438.0,98,['en'],Released,This FBI agent is going undercover... and he's concealing more than a weapon.,Big Momma's House,False,5.6,514,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2878.3999999999996
False,,0,4800000.0,"['Thriller', 'Drama', 'Crime', 'Romance']",,2768,tt0080365,en,American Gigolo,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",11.53267,/kwbOIABYZjLwd8UViMvkw40l2rr.jpg,['Paramount Pictures'],['US'],2/8/1980,22743674.0,117,"['en', 'fr', 'de', 'sv']",Released,His business is pleasure!,American Gigolo,False,5.9,137,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,808.3000000000001
False,Navarone Collection,1,6000000.0,"['Action', 'Adventure', 'Drama', 'War']",,10911,tt0054953,en,The Guns of Navarone,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",8.522673,/4REb08G4Bk00lp9TFWjC6iEsStZ.jpg,"['Columbia Pictures', 'Highroad Productions']","['GB', 'US']",4/27/1961,28900000.0,158,"['en', 'de', 'el']",Released,The Greatest High Adventure Ever Filmed!,The Guns of Navarone,False,7.3,191,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1394.3
False,,0,15000000.0,"['Drama', 'Romance']",,6003,tt0063518,en,Romeo and Juliet,"Director Franco Zeffirelli's beloved version of one of the most well-known love stories in the English language. Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",6.990989999999999,/eFQo6yVAnveM1lYxbhyiOzFLMQU.jpg,"['Paramount Pictures', 'Dino de Laurentiis Cinematografica', 'BHE Films', 'Verona Produzione']","['IT', 'GB']",4/2/1968,38901218.0,138,"['en', 'it']",Released,No ordinary love story...,Romeo and Juliet,False,7.3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1058.5
False,,0,25000000.0,"['Comedy', 'Fantasy']",,23939,tt0105466,en,Stay Tuned,"Salesman Roy Knable spends all his free time watching television, to the exasperation of his wife, Helen. One day, TV salesman Spike convinces Roy to buy a satellite dish offering 666 channels. The new addition to Roy's home entertainment system sucks him and Helen into Hellvision, a realm run by Spike, who is an emissary of Satan. For 24 hours, the couple must survive devilish parodies of TV programs if they want to return to reality alive.",13.72021,/7k9r0Qq5OmCDissX1pDE5AWVScQ.jpg,"['Warner Bros.', 'Morgan Creek Productions']",['US'],8/14/1992,10736401.0,87,['en'],Released,Something weird's on the air.,Stay Tuned,False,6.0,51,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,306.0
False,,0,2600000.0,"['Western', 'Comedy']",,11072,tt0071230,en,Blazing Saddles,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",13.233262,/rT8uRG8CVONiQdgdFRafVtjSdb4.jpg,"['Crossbow Productions', 'Warner Bros.']",['US'],2/7/1974,119500000.0,93,"['en', 'de', 'yi']",Released,Never give a saga an even break!,Blazing Saddles,False,7.2,619,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4456.8
False,,0,10000.0,"['Drama', 'Fantasy', 'Horror', 'Science Fiction']",,985,tt0074486,en,Eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",7.871001,/l8oAmU5swopsyWzTHpZtAK15Mrc.jpg,"['American Film Institute (AFI)', 'Libra Films']",['US'],3/19/1977,7000000.0,89,['en'],Released,Where your nightmares end...,Eraserhead,False,7.5,500,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3750.0
False,Dirty Harry Collection,1,15000000.0,"['Action', 'Crime', 'Thriller']",,10648,tt0070355,en,Magnum Force,"""Dirty"" Harry Calahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",10.226181,/3gqV4jpKNFqxUWug3BRD6yUzSL1.jpg,['Warner Bros.'],['US'],12/23/1973,39768000.0,124,"['en', 'es']",Released,A man's got to know his limitations.,Magnum Force,False,7.1,251,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1782.1
False,,0,15000000.0,"['Romance', 'Comedy', 'Crime', 'Drama']",,2075,tt0089841,en,Prizzi's Honor,"A professional hit man and hit woman fall in love, only to discover that they have each been hired to kill the other.",7.506871,/knlkgnYAhehN3RZjBVpMdDaGaU2.jpg,['ABC Pictures'],['US'],6/14/1985,26657534.0,124,['en'],Released,,Prizzi's Honor,False,6.5,82,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,533.0
False,,0,26000000.0,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",,1551,tt0099582,en,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",11.890138,/3CoUzgCU8kR2UCXovrvfNAjvWkI.jpg,"['Columbia Pictures Corporation', 'Stonebridge Entertainment']",['US'],8/9/1990,61489265.0,115,"['en', 'fr', 'es']",Released,Some lines shouldn't be crossed.,Flatliners,False,6.3,413,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2601.9
False,Porky's Collection,1,4000000.0,['Comedy'],,10246,tt0084522,en,Porky's,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",12.650546,/yfwbpCll3RBxJmixrZvpc2NaqQY.jpg,"['Melvin Simon Productions', 'Astral Bellevue Pathé']","['US', 'CA']",11/13/1981,125728258.0,94,['en'],Released,Keep an eye out for the funniest movie about growing up ever made!,Porky's,False,6.1,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128.5
False,Porky's Collection,1,6500000.0,['Comedy'],,19698,tt0086129,en,Porky's II: The Next Day,"When the students of Angel Beach High decide to stage ""An Evening With Shakespeare,"" their efforts are threatened by Miss Balbricker, who views the works of Shakespeare as obscene. She enlists the help of Reverend Bubba Flavel, a religious fanatic who brings along his flock of followers to pressure the school into shutting down the production.",5.269838,/6oyLjjDSdLWWxaKpOujf7JbG12j.jpg,"['Twentieth Century Fox Film Corporation', 'Simon Reeves Landsburg Productions']","['CA', 'US']",6/24/1983,33759266.0,98,['en'],Released,"If you thought the night before was funny, wait till you see the next day.",Porky's II: The Next Day,False,5.2,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.2
False,Porky's Collection,1,9000000.0,['Comedy'],,23919,tt0089826,en,Porky's Revenge,"As graduation nears for the class of 1955 at Angel Beach High, the gang once again faces off against their old enemy, Porky, who wants them to throw the school's championship basketball game since he has bet on the opposing team.",3.208108,/kK9a9VBIjmh7L2uJvR01RUfS4eT.jpg,"['SLM Production Group', 'Melvin Simon Productions', 'Astral Bellevue Pathé']","['CA', 'US']",3/22/1985,20518905.0,92,['en'],Released,The final conflict,Porky's 3: Revenge,False,5.0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0
